"time","x","y","s","a","dis","o","dir","event","nflId","displayName","position","team","frameId","playId","gameId"
"2019-12-29T21:34:00.400",45.39,22.57,3.05,1.74,0.32,329.05,295.71,"field_goal_attempt",39470,"Justin Tucker","K","home",27,294,2019122900
"2019-12-29T21:34:02.000",43.69,22.84,0.21,1.02,0.02,241.97,158.21,"field_goal",39470,"Justin Tucker","K","home",43,294,2019122900
"2019-12-29T21:48:28.400",22.54,28.7,3.17,1.62,0.31,301.11,281.09,"field_goal_attempt",39470,"Justin Tucker","K","home",26,588,2019122900
"2019-12-29T21:48:29.600",20.83,27.95,1.24,1.11,0.12,217.82,190.34,"field_goal",39470,"Justin Tucker","K","home",38,588,2019122900
"2019-12-29T22:02:36.200",33.34,26.25,3.2,1.69,0.32,299.46,285.92,"extra_point_attempt",41953,"Chris Boswell","K","away",27,880,2019122900
"2019-12-29T22:02:37.700",31.03,25.99,0.36,2.38,0.03,217.27,153.64,"extra_point",41953,"Chris Boswell","K","away",42,880,2019122900
"2019-12-29T22:33:35.200",77.45,26.35,3.05,2.17,0.31,137.56,111.25,"field_goal_attempt",39470,"Justin Tucker","K","home",27,1558,2019122900
"2019-12-29T22:33:37.100",79.3,26.49,0.82,1.87,0.08,113.13,256.94,"field_goal",39470,"Justin Tucker","K","home",46,1558,2019122900
"2019-12-29T22:44:51.300",86.46,26.67,3.22,1.27,0.3,150.25,121.27,"extra_point_attempt",39470,"Justin Tucker","K","home",26,1835,2019122900
"2019-12-29T22:44:53.400",88.23,27.34,0.26,0.86,0.03,97.5,321.46,"extra_point",39470,"Justin Tucker","K","home",47,1835,2019122900
"2019-12-29T23:15:12.300",26.33,27.15,3.25,2.03,0.34,292.33,285,"field_goal_attempt",41953,"Chris Boswell","K","away",28,2278,2019122900
"2019-12-29T23:15:13.800",24.55,26.94,0.49,1.35,0.05,223.22,124.84,"field_goal",41953,"Chris Boswell","K","away",43,2278,2019122900
"2019-12-29T23:41:38.200",47.24,22.66,3.05,1.6,0.3,321.64,298.42,"field_goal_attempt",39470,"Justin Tucker","K","home",26,2797,2019122900
"2019-12-29T23:41:40.600",45.61,23.18,0.72,0.84,0.07,272.29,292.09,"field_goal",39470,"Justin Tucker","K","home",50,2797,2019122900
"2019-12-30T00:11:34.200",33.23,24.39,2.73,1.65,0.27,5.37,296.38,"extra_point_attempt",39470,"Justin Tucker","K","home",27,3411,2019122900
"2019-12-30T00:11:35.800",31.98,24.29,0.5,0.32,0.05,218.27,218.1,"extra_point",39470,"Justin Tucker","K","home",43,3411,2019122900
"2019-12-29T18:10:09.100",51.34,28.98,2.95,1.6,0.29,254.04,282.36,"field_goal_attempt",44240,"Sam Ficken","K","away",27,344,2019122901
"2019-12-29T18:55:36.900",89.97,25.11,2.58,1.32,0.26,90.68,98.3,"field_goal_attempt",44240,"Sam Ficken","K","away",19,1358,2019122901
"2019-12-29T18:55:38.300",91.34,25.39,0.49,1.04,0.04,115.16,296.03,"field_goal",44240,"Sam Ficken","K","away",33,1358,2019122901
