"time","x","y","s","a","dis","o","dir","event","nflId","displayName","position","team","frameId","playId","gameId"
"2018-12-30T21:35:02.800",81.94,29.54,2.71,2.84,0.28,133.48,107.47,"field_goal_attempt",39470,"Justin Tucker","K","home",26,373,2018123000
"2018-12-30T21:35:04.700",83.15,29.53,0.83,1.12,0.08,117.85,225.09,"field_goal",39470,"Justin Tucker","K","home",45,373,2018123000
"2018-12-30T21:42:28.200",33.33,25.68,2.91,2,0.29,307.64,286.69,"extra_point_attempt",46634,"Greg Joseph","K","away",24,548,2018123000
"2018-12-30T21:42:29.900",32.24,25.23,0.46,1.45,0.04,292.63,49.5,"extra_point",46634,"Greg Joseph","K","away",41,548,2018123000
"2018-12-30T21:52:12.200",86.78,28.95,2.92,2.07,0.3,134.28,110.18,"extra_point_attempt",39470,"Justin Tucker","K","home",25,787,2018123000
"2018-12-30T21:52:14.000",88.52,29.41,0.42,1.23,0.04,77.63,280.49,"extra_point",39470,"Justin Tucker","K","home",43,787,2018123000
"2018-12-30T22:07:36.400",33.22,25.27,2.52,2.06,0.26,308.83,283.32,"extra_point_attempt",39470,"Justin Tucker","K","home",26,1069,2018123000
"2018-12-30T22:07:38.200",32.06,24.66,0.42,1.03,0.04,268.4,82.88,"extra_point",39470,"Justin Tucker","K","home",44,1069,2018123000
"2018-12-30T22:24:04.600",35.8,28.59,2.95,1.77,0.3,298.9,285.1,"field_goal_attempt",39470,"Justin Tucker","K","home",26,1538,2018123000
"2018-12-30T22:24:06.900",34.39,27.97,0.77,1.35,0.07,290.41,57.91,"field_goal",39470,"Justin Tucker","K","home",49,1538,2018123000
"2018-12-30T22:53:46.200",73.21,25.08,3.37,0.55,0.33,133.74,116.13,"field_goal_attempt",46634,"Greg Joseph","K","away",25,2314,2018123000
"2018-12-30T23:16:08.000",33.87,25.16,3.04,0.9,0.29,314.01,291.57,"extra_point_attempt",46634,"Greg Joseph","K","away",25,2554,2018123000
"2018-12-30T23:16:10.500",32.58,25.31,0.6,1.2,0.06,6.9,17.56,"extra_point",46634,"Greg Joseph","K","away",50,2554,2018123000
"2018-12-30T23:30:42.400",75.6,31.22,3.07,1.73,0.31,128.94,120.1,"field_goal_attempt",39470,"Justin Tucker","K","home",26,2860,2018123000
"2018-12-30T23:30:45.000",76.53,30.93,0.66,0.92,0.07,158.8,211.82,"field_goal",39470,"Justin Tucker","K","home",52,2860,2018123000
"2018-12-30T23:50:24.600",84.18,31.51,3.4,1.68,0.32,144.4,121.52,"field_goal_attempt",46634,"Greg Joseph","K","away",25,3378,2018123000
