"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength"
"2018-09-07T01:31:29.200",4.24,25.98,22.87,5.26,4.66,"None",27091,"Matt Bryant",34,658,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",3,21
"2018-09-07T01:31:29.300",1.57,26.43,22.2,7.13,2.71,"None",27091,"Matt Bryant",35,658,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",3,21
"2018-09-07T01:31:29.400",-0.7,26.82,21.37,8.97,2.3,"None",27091,"Matt Bryant",36,658,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",3,21
"2018-09-07T01:31:29.500",-2.65,27.15,20.92,6.85,1.98,"field_goal",27091,"Matt Bryant",37,658,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",3,21
"2018-09-07T01:31:29.600",-4.72,27.5,19.05,10.7,2.1,"None",27091,"Matt Bryant",38,658,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",3,21
"2018-09-07T01:59:56.800",3.7,26.94,20.65,11.26,2.4,"None",44966,"Jake Elliott",34,1368,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",8,26
"2018-09-07T01:59:56.900",1.46,27.53,20.04,10.44,2.32,"None",44966,"Jake Elliott",35,1368,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",8,26
"2018-09-07T01:59:57.000",-0.97,28.32,18.45,13.25,2.55,"None",44966,"Jake Elliott",36,1368,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",8,26
"2018-09-07T01:59:57.100",-3.03,29.01,17.24,12.88,2.17,"field_goal",44966,"Jake Elliott",37,1368,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",8,26
"2018-09-07T01:59:57.200",-4.92,29.71,16.5,12.09,2.02,"None",44966,"Jake Elliott",38,1368,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",8,26
"2018-09-07T02:11:46.300",117.03,25.39,13.79,4.35,1.54,"None",27091,"Matt Bryant",51,1587,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",34,52
"2018-09-07T02:11:46.400",118.75,25.62,13.41,5.64,1.73,"None",27091,"Matt Bryant",52,1587,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",34,52
"2018-09-07T02:11:46.500",120.33,25.85,13.24,5.82,1.6,"None",27091,"Matt Bryant",53,1587,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",34,52
"2018-09-07T02:11:46.600",122.21,26.03,12.67,9.64,1.89,"None",27091,"Matt Bryant",54,1587,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",34,52
"2018-09-07T02:11:46.700",123.3,26.17,11.61,8.92,1.09,"field_goal",27091,"Matt Bryant",55,1587,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Field Goal","Kick Attempt Good",34,52
"2018-09-09T17:50:21.100",3.04,28.83,12.48,16.39,2.16,"None",39470,"Justin Tucker",45,1226,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",23,41
"2018-09-09T17:50:21.200",2,29.04,10.57,13.05,1.06,"None",39470,"Justin Tucker",46,1226,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",23,41
"2018-09-09T17:50:21.300",0.12,29.34,11.98,5.48,1.91,"None",39470,"Justin Tucker",47,1226,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",23,41
"2018-09-09T17:50:21.400",-0.95,29.5,11.64,2.61,1.08,"None",39470,"Justin Tucker",48,1226,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",23,41
"2018-09-09T17:50:21.500",-2.05,29.65,11.34,2.57,1.11,"None",39470,"Justin Tucker",49,1226,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",23,41
"2018-09-09T18:08:06.400",118.98,23.4,6.85,4.58,0.85,"None",33469,"Stephen Hauschka",60,1613,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt No Good",34,52
"2018-09-09T18:08:06.500",119.79,23.43,6.4,4.41,0.8,"field_goal_missed",33469,"Stephen Hauschka",61,1613,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt No Good",34,52
"2018-09-09T18:08:06.600",120.54,23.46,5.98,4.09,0.75,"None",33469,"Stephen Hauschka",62,1613,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt No Good",34,52
"2018-09-09T18:08:06.700",121.14,23.49,5.66,3.4,0.6,"None",33469,"Stephen Hauschka",63,1613,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt No Good",34,52
"2018-09-09T18:08:06.800",121.68,23.55,5.53,3.12,0.55,"None",33469,"Stephen Hauschka",64,1613,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt No Good",34,52
"2018-09-09T18:22:14.400",2.87,28.28,14.57,4.23,1.66,"None",39470,"Justin Tucker",43,1973,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",21,39
"2018-09-09T18:22:14.500",1.26,28.34,14.51,3.76,1.6,"None",39470,"Justin Tucker",44,1973,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",21,39
"2018-09-09T18:22:14.600",-0.3,28.41,14.21,3.9,1.56,"None",39470,"Justin Tucker",45,1973,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",21,39
"2018-09-09T18:22:14.700",-1.83,28.46,13.86,4.1,1.53,"None",39470,"Justin Tucker",46,1973,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",21,39
"2018-09-09T18:22:14.800",-3.34,28.49,13.21,4.8,1.51,"None",39470,"Justin Tucker",47,1973,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",21,39
"2018-09-09T19:34:31.000",117.12,28.39,13.63,4.01,1.51,"None",33469,"Stephen Hauschka",42,3461,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",17,35
"2018-09-09T19:34:31.100",118.6,28.46,13.47,3.8,1.48,"None",33469,"Stephen Hauschka",43,3461,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",17,35
"2018-09-09T19:34:31.200",120.07,28.53,13.32,3.69,1.47,"None",33469,"Stephen Hauschka",44,3461,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",17,35
"2018-09-09T19:34:31.300",121.84,28.63,12.29,7.91,1.78,"None",33469,"Stephen Hauschka",45,3461,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",17,35
"2018-09-09T19:34:31.400",123.29,28.7,11.49,8.11,1.45,"None",33469,"Stephen Hauschka",46,3461,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Field Goal","Kick Attempt Good",17,35
"2018-09-09T20:45:25.400",2.42,22.4,11.45,8.95,1.6,"field_goal_missed",41953,"Chris Boswell",48,5191,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Kick Attempt No Good",24,42
"2018-09-09T20:45:25.500",0.86,22.04,11.59,6.81,1.6,"None",41953,"Chris Boswell",49,5191,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Kick Attempt No Good",24,42
"2018-09-09T20:45:25.600",-0.54,21.81,11.74,4.99,1.41,"None",41953,"Chris Boswell",50,5191,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Kick Attempt No Good",24,42
"2018-09-09T20:45:25.700",-1.94,21.6,11.85,4.44,1.42,"None",41953,"Chris Boswell",51,5191,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Kick Attempt No Good",24,42
"2018-09-09T20:45:25.800",-3.16,21.39,12.24,7.47,1.24,"None",41953,"Chris Boswell",52,5191,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Kick Attempt No Good",24,42
"2018-09-09T20:55:32.700",110.32,31.51,9.93,4.81,1.18,"None",45037,"Zane Gonzalez",47,5480,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Blocked Kick Attempt",25,43
"2018-09-09T20:55:32.800",111.45,31.58,9.63,4.48,1.13,"None",45037,"Zane Gonzalez",48,5480,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Blocked Kick Attempt",25,43
"2018-09-09T20:55:32.900",112.53,31.64,9.21,4.34,1.08,"None",45037,"Zane Gonzalez",49,5480,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Blocked Kick Attempt",25,43
"2018-09-09T20:55:33.000",113.55,31.67,8.57,4.62,1.03,"None",45037,"Zane Gonzalez",50,5480,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Blocked Kick Attempt",25,43
"2018-09-09T20:55:33.100",114.62,31.68,8.06,5.43,1.07,"None",45037,"Zane Gonzalez",51,5480,2018090901,59,53.78,83,0.012,10.31,70,30.0231,"Light Rain","Field Goal","Blocked Kick Attempt",25,43
"2018-09-09T17:15:36.700",116.74,23.31,13.06,7.36,1.59,"None",38691,"Randy Bullock",42,394,2018090902,60.08,57.2,90,0,11.43,50,29.9109,"Clear","Field Goal","Kick Attempt Good",24,42
"2018-09-09T17:15:36.800",118.26,23.25,12.47,6.87,1.52,"None",38691,"Randy Bullock",43,394,2018090902,60.08,57.2,90,0,11.43,50,29.9109,"Clear","Field Goal","Kick Attempt Good",24,42
