"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength","year"
"2018-12-16T20:29:33.500",-0.19,26.94,21.84,11.19,2.51,"None",21213,"Adam Vinatieri",35,3603,2018121605,46.94,39.74,76,0,8.08,270,30.1147,"Clear","Field Goal","Kick Attempt Good",5,23,2018
"2018-12-31T04:03:45.400",113.25,28.31,13.01,2.25,0.72,"None",21213,"Adam Vinatieri",45,3828,2018123011,46.4,37.58,71,NA,3.36,NA,30.0984,NA,"Field Goal","Kick Attempt Good",7,25,2018
"2019-09-08T21:18:47.500",119.28,30.4,15.65,3.86,1.37,"None",21213,"Adam Vinatieri",49,1725,2019090807,75.02,58.82,57,0,9.2,240,29.8962,"Clear","Field Goal","Kick Attempt No Good",28,46,2019
"2019-09-08T21:40:41.600",-0.59,28.05,15.53,3.99,1.57,"None",21213,"Adam Vinatieri",50,1928,2019090807,75.02,58.82,57,0,9.2,240,29.8962,"Clear","Field Goal","Kick Attempt Good",26,44,2019
"2019-09-08T22:19:12.400",120.75,30.87,21.77,9.53,2.07,"None",21213,"Adam Vinatieri",39,2700,2019090807,75.02,58.82,57,0,9.2,240,29.8962,"Clear","Field Goal","Kick Attempt No Good",11,29,2019
"2019-09-22T17:10:15.500",-1.3,28.88,6.04,0.82,0.6,"None",21213,"Adam Vinatieri",59,287,2019092203,84.02,57.74,41,0,23.05,210,30.032,"Clear","Field Goal","Kick Attempt Good",31,49,2019
"2019-09-22T17:58:55.400",119.44,24.77,23.48,7.61,2.31,"None",21213,"Adam Vinatieri",34,1394,2019092203,84.02,57.74,41,0,23.05,210,30.032,"Clear","Field Goal","Kick Attempt Good",3,21,2019
"2019-09-29T18:05:38.900",-1.53,25.29,21.18,7.65,1.98,"None",21213,"Adam Vinatieri",37,1521,2019092905,71.06,66.92,87,0.012,12.74,340,30.1767,"Light Rain","Field Goal","Kick Attempt Good",8,26,2019
"2019-09-29T18:33:26.400",-0.63,23.61,13.17,3.89,1.33,"None",21213,"Adam Vinatieri",56,2269,2019092905,71.06,66.92,87,0.012,12.74,340,30.1767,"Light Rain","Field Goal","Kick Attempt No Good",39,57,2019
"2019-10-07T01:13:12.600",120.65,28.32,15.72,8.64,1.46,"None",21213,"Adam Vinatieri",41,1289,2019100612,59,51.08,75,0,3.36,290,30.2092,"Clear","Field Goal","Kick Attempt Good",14,32,2019
"2019-10-07T03:06:48.000",-0.38,25.67,19.71,11.14,1.96,"None",21213,"Adam Vinatieri",37,3853,2019100612,59,51.08,75,0,3.36,290,30.2092,"Clear","Field Goal","Kick Attempt Good",13,31,2019
