"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength"
"2018-09-07T03:15:49.500",3.39,25.77,16.15,9.31,1.13,"None",44966,"Jake Elliott",37,2883,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt Good",15,33
"2018-09-07T03:15:49.600",1.69,25.84,16.69,20.64,1.7,"None",44966,"Jake Elliott",38,2883,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt Good",15,33
"2018-09-07T03:15:49.700",-0.37,25.88,16.18,19.78,2.05,"None",44966,"Jake Elliott",39,2883,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt Good",15,33
"2018-09-07T03:15:49.800",-1.55,25.86,13.23,15.2,1.18,"None",44966,"Jake Elliott",40,2883,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt Good",15,33
"2018-09-07T03:15:49.900",-2.86,25.82,11.68,13.16,1.31,"None",44966,"Jake Elliott",41,2883,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt Good",15,33
"2018-09-07T03:45:11.000",0.63,29.49,4.02,18.58,1.24,"None",27091,"Matt Bryant",43,3553,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt No Good",15,33
"2018-09-07T03:45:11.100",-0.09,29.54,2.24,20.39,0.73,"None",27091,"Matt Bryant",44,3553,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt No Good",15,33
"2018-09-07T03:45:11.200",-0.16,29.34,2.61,18.35,0.21,"None",27091,"Matt Bryant",45,3553,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt No Good",15,33
"2018-09-07T03:45:11.300",-0.02,29.06,3.74,15.04,0.32,"None",27091,"Matt Bryant",46,3553,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt No Good",15,33
"2018-09-07T03:45:11.400",0.28,28.72,4.78,11.87,0.45,"None",27091,"Matt Bryant",47,3553,2018090600,80.6,66.38,62,NA,11.81,290,30.091,NA,"Extra Point","Kick Attempt No Good",15,33
"2018-09-09T17:13:37.600",116.64,26.17,12.34,7.39,1.52,"None",39470,"Justin Tucker",40,380,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Extra Point","Kick Attempt Good",15,33
"2018-09-09T17:13:37.700",118.07,26.2,12.22,5.69,1.43,"None",39470,"Justin Tucker",41,380,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Extra Point","Kick Attempt Good",15,33
"2018-09-09T17:13:37.800",119.6,26.23,12.03,5.74,1.53,"None",39470,"Justin Tucker",42,380,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Extra Point","Kick Attempt Good",15,33
"2018-09-09T17:13:37.900",120.95,26.26,11.58,5.42,1.35,"None",39470,"Justin Tucker",43,380,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Extra Point","Kick Attempt Good",15,33
"2018-09-09T17:13:38.000",122.45,26.27,11.3,5.8,1.5,"None",39470,"Justin Tucker",44,380,2018090900,62.96,60.98,93,0.118,17.21,70,30.1029,"Moderate Rain","Extra Point","Kick Attempt Good",15,33
