"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength"
"2020-09-11T01:48:26.500",2.86,24.71,17.75,10,1.83,"field_goal",45046,"Harrison Butker",36,1961,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",11,29
"2020-09-11T01:48:26.600",1.24,24.76,16.48,9.97,1.62,"None",45046,"Harrison Butker",37,1961,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",11,29
"2020-09-11T01:48:26.700",-0.49,24.65,15.86,9.07,1.73,"None",45046,"Harrison Butker",38,1961,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",11,29
"2020-09-11T01:48:26.800",-2.18,24.56,15.36,8.23,1.69,"None",45046,"Harrison Butker",39,1961,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",11,29
"2020-09-11T01:48:26.900",-3.68,24.52,14.57,7.71,1.5,"None",45046,"Harrison Butker",40,1961,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",11,29
"2020-09-11T03:18:07.900",115.84,25.29,23.29,7.11,2.34,"None",45046,"Harrison Butker",30,3852,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",1,19
"2020-09-11T03:18:08.000",118.14,25.56,21.68,10.34,2.32,"None",45046,"Harrison Butker",31,3852,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",1,19
"2020-09-11T03:18:08.100",120.25,25.79,20.59,10.68,2.11,"None",45046,"Harrison Butker",32,3852,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",1,19
"2020-09-11T03:18:08.200",121.92,26.02,19.77,9.5,1.69,"None",45046,"Harrison Butker",33,3852,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",1,19
"2020-09-11T03:18:08.300",123.85,26.22,18.78,9.57,1.94,"None",45046,"Harrison Butker",34,3852,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Field Goal","Kick Attempt Good",1,19
