"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","specialTeamsPlayType","specialTeamsResult","yardlineNumber","kickLength"
"2020-09-11T00:54:13.300",3.92,26.8,19.86,5.66,1.97,"None",43846,"Ka'imi Fairbairn",38,612,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T00:54:13.400",1.95,26.83,19.3,6.21,1.97,"None",43846,"Ka'imi Fairbairn",39,612,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T00:54:13.500",0.06,26.88,18.67,6.49,1.9,"None",43846,"Ka'imi Fairbairn",40,612,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T00:54:13.600",-1.79,26.97,18.07,6.54,1.85,"None",43846,"Ka'imi Fairbairn",41,612,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T00:54:13.700",-3.57,27.1,17.42,6.61,1.78,"None",43846,"Ka'imi Fairbairn",42,612,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T01:07:28.800",3.14,26.91,19.44,6.04,2.27,"None",45046,"Harrison Butker",37,918,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T01:07:28.900",1.1,26.87,19.21,5.51,2.04,"None",45046,"Harrison Butker",38,918,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T01:07:29.000",-0.91,26.82,18.97,5.29,2.01,"None",45046,"Harrison Butker",39,918,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T01:07:29.100",-2.79,26.84,18.48,5.32,1.88,"None",45046,"Harrison Butker",40,918,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T01:07:29.200",-4.64,26.86,18.03,5.31,1.85,"None",45046,"Harrison Butker",41,918,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:08:52.200",3.34,26.49,17.47,8.44,1.85,"None",45046,"Harrison Butker",38,2222,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:08:52.300",1.64,26.56,16.65,8.16,1.71,"None",45046,"Harrison Butker",39,2222,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:08:52.400",0.11,26.36,15.62,8.12,1.54,"None",45046,"Harrison Butker",40,2222,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:08:52.500",-1.61,26.46,15.26,7.31,1.72,"None",45046,"Harrison Butker",41,2222,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:08:52.600",-3.49,26.54,15.47,5.83,1.88,"None",45046,"Harrison Butker",42,2222,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:44:30.300",116.92,27.85,16.36,9.93,1.81,"None",45046,"Harrison Butker",28,3013,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:44:30.400",118.72,28.02,15.36,10.62,1.81,"extra_point",45046,"Harrison Butker",29,3013,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:44:30.500",120.2,28.13,14.32,10.21,1.49,"None",45046,"Harrison Butker",30,3013,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:44:30.600",121.64,28.38,14.4,7.1,1.46,"None",45046,"Harrison Butker",31,3013,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-11T02:44:30.700",123.29,28.49,14.24,5.95,1.65,"None",45046,"Harrison Butker",32,3013,2020091000,56.84,53.78,89,0,8.7,105,30.2476,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T17:46:51.600",117.39,23.51,14.37,5.97,1.47,"None",45576,"Younghoe Koo",44,1229,2020091300,79.88,68.18,67,0,7.46,110,30.0497,"Clear","Extra Point","Kick Attempt No Good",20,38
"2020-09-13T17:46:51.700",118.85,23.36,14.26,4.24,1.47,"None",45576,"Younghoe Koo",45,1229,2020091300,79.88,68.18,67,0,7.46,110,30.0497,"Clear","Extra Point","Kick Attempt No Good",20,38
"2020-09-13T17:46:51.800",120.13,23.23,12.86,6.33,1.28,"None",45576,"Younghoe Koo",46,1229,2020091300,79.88,68.18,67,0,7.46,110,30.0497,"Clear","Extra Point","Kick Attempt No Good",20,38
"2020-09-13T17:46:51.900",121.39,23.1,13.32,2.64,1.26,"None",45576,"Younghoe Koo",47,1229,2020091300,79.88,68.18,67,0,7.46,110,30.0497,"Clear","Extra Point","Kick Attempt No Good",20,38
"2020-09-13T17:46:52.000",122.57,22.98,12.41,4.04,1.19,"None",45576,"Younghoe Koo",48,1229,2020091300,79.88,68.18,67,0,7.46,110,30.0497,"Clear","Extra Point","Kick Attempt No Good",20,38
"2020-09-13T17:35:48.700",119.9,30.88,16.92,14.48,1.76,"extra_point_missed",47953,"Austin Seibert",40,790,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt No Good",15,33
"2020-09-13T17:35:48.800",120.98,31.64,14.51,16.13,1.32,"None",47953,"Austin Seibert",41,790,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt No Good",15,33
"2020-09-13T17:35:48.900",120.99,32.65,10.4,23.3,1.02,"None",47953,"Austin Seibert",42,790,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt No Good",15,33
"2020-09-13T17:35:49.500",121.06,38.16,9.73,5.06,0.97,"None",47953,"Austin Seibert",48,790,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt No Good",15,33
"2020-09-13T17:35:49.600",120.79,39.1,9.61,3.31,0.98,"None",47953,"Austin Seibert",49,790,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt No Good",15,33
"2020-09-13T18:06:08.900",116.81,28.26,14.81,11.53,2.09,"None",39470,"Justin Tucker",38,1646,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T18:06:09.000",118.89,28.43,15.19,7.13,2.08,"None",39470,"Justin Tucker",39,1646,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T18:06:09.100",120.34,28.52,14.09,6.82,1.46,"None",39470,"Justin Tucker",40,1646,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T18:06:09.200",121.87,28.62,13.96,15.61,1.54,"None",39470,"Justin Tucker",41,1646,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T18:06:09.300",123.23,28.72,12.7,20.38,1.36,"None",39470,"Justin Tucker",42,1646,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T19:03:31.500",114.83,27.49,24.89,2.81,2.56,"None",39470,"Justin Tucker",39,2762,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T19:03:31.600",117.3,27.65,24.52,13.77,2.48,"None",39470,"Justin Tucker",40,2762,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T19:03:31.700",119.58,27.82,22.92,20.64,2.29,"None",39470,"Justin Tucker",41,2762,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T19:03:31.800",121.81,27.97,21.05,22.43,2.23,"None",39470,"Justin Tucker",42,2762,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
"2020-09-13T19:03:31.900",123.8,28.11,18.91,20.44,2,"None",39470,"Justin Tucker",43,2762,2020091301,74.12,68.18,82,0,4.35,140,30.1088,"Clear","Extra Point","Kick Attempt Good",15,33
