"gameId","frameId","playId","time","x","y","s","a","dis","o","dir","event","nflId","displayName","position","team","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","quarter","specialTeamsPlayType","specialTeamsResult","kickerId","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","kickLength","absoluteYardlineNumber"
2018100800,1,347,2018-10-09 00:24:57.4,83.97,29.14,0.14,0.43,0.01,133.3,108.44,"None",43689,"Wil Lutz","K","home",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Extra Point","Kick Attempt No Good",43689,15,10:41:00,6,0,33,95
2018122311,1,683,2018-12-23 21:27:48,35.72,24.49,0.01,0.01,0,340.91,55.77,"None",38701,"Greg Zuerlein","K","away",2018-12-23 07:00:00,69.8,32.36,25,0,0,NA,30.0615,"Clear",1,"Extra Point","Kick Attempt Good",38701,15,03:59:00,3,6,33,25
2018100800,1,738,2018-10-09 00:42:19.7,39.49,21.6,0.06,0.09,0.01,324.97,5.93,"None",40125,"Dustin Hopkins","K","away",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Field Goal","Kick Attempt Good",40125,19,02:42:00,6,0,37,29
2018100800,2,347,2018-10-09 00:24:57.5,83.98,29.14,0.17,0.3,0.02,134.39,115,"None",43689,"Wil Lutz","K","home",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Extra Point","Kick Attempt No Good",43689,15,10:41:00,6,0,33,95
2018122311,2,683,2018-12-23 21:27:48.098,35.72,24.48,0.01,0.01,0.01,342.69,56.02,"None",38701,"Greg Zuerlein","K","away",2018-12-23 07:00:00,69.8,32.36,25,0,0,NA,30.0615,"Clear",1,"Extra Point","Kick Attempt Good",38701,15,03:59:00,3,6,33,25
2018100800,2,738,2018-10-09 00:42:19.799,39.5,21.61,0.08,0.11,0.01,324.18,24.48,"None",40125,"Dustin Hopkins","K","away",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Field Goal","Kick Attempt Good",40125,19,02:42:00,6,0,37,29
2018100800,3,347,2018-10-09 00:24:57.598,84,29.13,0.17,0.22,0.02,135.42,126.71,"None",43689,"Wil Lutz","K","home",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Extra Point","Kick Attempt No Good",43689,15,10:41:00,6,0,33,95
2018122311,3,683,2018-12-23 21:27:48.2,35.72,24.49,0.01,0.01,0,344.06,47.93,"None",38701,"Greg Zuerlein","K","away",2018-12-23 07:00:00,69.8,32.36,25,0,0,NA,30.0615,"Clear",1,"Extra Point","Kick Attempt Good",38701,15,03:59:00,3,6,33,25
2018100800,3,738,2018-10-09 00:42:19.9,39.5,21.61,0.07,0.07,0.01,323.53,29.46,"None",40125,"Dustin Hopkins","K","away",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Field Goal","Kick Attempt Good",40125,19,02:42:00,6,0,37,29
2018100800,4,347,2018-10-09 00:24:57.7,84.01,29.12,0.13,0.26,0.01,137.57,132.99,"None",43689,"Wil Lutz","K","home",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Extra Point","Kick Attempt No Good",43689,15,10:41:00,6,0,33,95
2018122311,4,683,2018-12-23 21:27:48.299,35.72,24.49,0.01,0.01,0.01,344.06,40.58,"None",38701,"Greg Zuerlein","K","away",2018-12-23 07:00:00,69.8,32.36,25,0,0,NA,30.0615,"Clear",1,"Extra Point","Kick Attempt Good",38701,15,03:59:00,3,6,33,25
2018100800,4,738,2018-10-09 00:42:20,39.5,21.62,0.06,0.04,0.01,322.85,21.89,"None",40125,"Dustin Hopkins","K","away",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Field Goal","Kick Attempt Good",40125,19,02:42:00,6,0,37,29
2018100800,5,347,2018-10-09 00:24:57.799,84.02,29.11,0.12,0.35,0.01,137.57,145.54,"None",43689,"Wil Lutz","K","home",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Extra Point","Kick Attempt No Good",43689,15,10:41:00,6,0,33,95
2018100800,5,738,2018-10-09 00:42:20.098,39.5,21.62,0.06,0.04,0,321.82,14.9,"None",40125,"Dustin Hopkins","K","away",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",1,"Field Goal","Kick Attempt Good",40125,19,02:42:00,6,0,37,29
2018112202,28,1245,2018-11-23 02:08:53,98.89,24.77,1.28,3.05,0.14,73.14,60.23,"None",43689,"Wil Lutz","K","home",2018-11-22 13:00:00,51.98,41.72,68,0,4.72,70,30.2062,"Clear",2,"Field Goal","Kick Attempt Good",43689,4,09:12:00,7,3,22,106
2018123008,28,1832,2018-12-30 19:08:46.5,31.8,22.78,0.33,1.37,0.03,258.11,183.33,"None",40775,"Brett Maher","K","away",2018-12-30 07:00:00,35.06,26.96,72,0,0,NA,30.2003,"Clear",2,"Extra Point","Kick Attempt Good",40775,15,01:50:00,0,13,33,25
2018102809,28,2978,2018-10-28 22:40:19.9,101.05,31,0.83,1.7,0.09,44.33,62.55,"None",30403,"Robbie Gould","K","away",2018-10-28 06:00:00,83.48,44.96,26,0,0,NA,29.9729,"Clear",4,"Field Goal","Kick Attempt Good",30403,2,13:37:00,3,12,20,108
2018091600,28,3682,2018-09-16 19:53:44.9,32.53,28.37,0.31,0.97,0.03,265.81,151.43,"None",35102,"Graham Gano","K","away",2018-09-16 08:00:00,78.08,72.14,82,0,11.43,300,29.8312,"Clear",4,"Extra Point","Kick Attempt Good",35102,15,02:20:00,31,23,33,25
2018112202,29,1245,2018-11-23 02:08:53.098,99,24.83,1.21,2.05,0.13,66.92,57.44,"None",43689,"Wil Lutz","K","home",2018-11-22 13:00:00,51.98,41.72,68,0,4.72,70,30.2062,"Clear",2,"Field Goal","Kick Attempt Good",43689,4,09:12:00,7,3,22,106
2018123008,29,1832,2018-12-30 19:08:46.598,31.8,22.74,0.36,1.01,0.04,264.88,169.8,"None",40775,"Brett Maher","K","away",2018-12-30 07:00:00,35.06,26.96,72,0,0,NA,30.2003,"Clear",2,"Extra Point","Kick Attempt Good",40775,15,01:50:00,0,13,33,25
2018102809,29,2978,2018-10-28 22:40:20,101.11,31.03,0.65,1.61,0.07,40.19,51.17,"None",30403,"Robbie Gould","K","away",2018-10-28 06:00:00,83.48,44.96,26,0,0,NA,29.9729,"Clear",4,"Field Goal","Kick Attempt Good",30403,2,13:37:00,3,12,20,108
2018091600,29,3682,2018-09-16 19:53:45,32.55,28.35,0.22,1.06,0.02,277.9,118.37,"None",35102,"Graham Gano","K","away",2018-09-16 08:00:00,78.08,72.14,82,0,11.43,300,29.8312,"Clear",4,"Extra Point","Kick Attempt Good",35102,15,02:20:00,31,23,33,25
2018090906,30,240,2018-09-09 17:07:50.799,31.6,25.9,0.83,0.82,0.09,233.72,235.77,"None",43689,"Wil Lutz","K","home",2018-09-09 06:00:00,84.2,75.02,74,0,0,NA,29.9109,"Clear",1,"Extra Point","Kick Attempt Good",43689,15,11:41:00,6,0,33,25
2018101412,30,1083,2018-10-15 01:07:23.2,89.21,27.49,0.93,1.35,0.1,23.63,81.85,"None",30932,"Stephen Gostkowski","K","home",2018-10-14 15:54:00,44.6,39.2,81,NA,4.35,240,30.1974,NA,2,"Extra Point","Kick Attempt Good",30932,15,12:52:00,16,6,33,95
2018100800,30,1171,2018-10-09 01:01:16.2,32.12,26.52,0.2,0.29,0.02,246.32,298.48,"None",43689,"Wil Lutz","K","home",2018-10-08 14:00:00,75.92,75.02,97,0.339,0,NA,29.8519,"Heavy Rain",2,"Extra Point","Kick Attempt Good",43689,15,10:38:00,12,3,33,25
2018101800,30,1188,2018-10-19 01:11:24.799,87.8,28.14,0.47,1.77,0.05,16.22,9.02,"None",40276,"Brandon McManus","K","away",2018-10-18 10:00:00,80.6,44.42,28,0,3.36,20,29.9345,"Clear",2,"Extra Point","Kick Attempt Good",40276,15,14:40:00,3,27,33,95
