"time","x","y","s","a","dis","o","dir","event","nflId","displayName","position","team","frameId","playId","gameId"
"2020-09-11T00:54:12.900",12.11,26.53,21.81,1.81,2.17,NA,NA,"None",NA,"football",NA,"football",34,612,2020091000
"2020-09-11T00:54:13.000",9.93,26.64,21.81,1.7,2.18,NA,NA,"None",NA,"football",NA,"football",35,612,2020091000
"2020-09-11T00:54:13.100",7.85,26.77,21.36,2.74,2.08,NA,NA,"extra_point",NA,"football",NA,"football",36,612,2020091000
"2020-09-11T00:54:13.200",5.89,26.72,20.51,4.18,1.96,NA,NA,"None",NA,"football",NA,"football",37,612,2020091000
"2020-09-11T00:54:13.300",3.92,26.8,19.86,5.66,1.97,NA,NA,"None",NA,"football",NA,"football",38,612,2020091000
"2020-09-11T01:07:28.300",13.64,26.53,22.02,6.93,2.24,NA,NA,"None",NA,"football",NA,"football",32,918,2020091000
"2020-09-11T01:07:28.400",11.37,26.63,21.71,6.62,2.26,NA,NA,"None",NA,"football",NA,"football",33,918,2020091000
"2020-09-11T01:07:28.500",9.24,26.69,21.07,6.76,2.13,NA,NA,"extra_point",NA,"football",NA,"football",34,918,2020091000
"2020-09-11T01:07:28.600",7.24,26.76,20.19,7.15,2,NA,NA,"None",NA,"football",NA,"football",35,918,2020091000
"2020-09-11T01:07:28.700",5.4,26.73,19.07,7.79,1.84,NA,NA,"None",NA,"football",NA,"football",36,918,2020091000
"2020-09-11T01:48:26.300",6.6,24.58,19.91,10.6,2.04,NA,NA,"None",NA,"football",NA,"football",34,1961,2020091000
"2020-09-11T01:48:26.400",4.69,24.65,18.78,10.43,1.91,NA,NA,"None",NA,"football",NA,"football",35,1961,2020091000
"2020-09-11T01:48:26.500",2.86,24.71,17.75,10,1.83,NA,NA,"field_goal",NA,"football",NA,"football",36,1961,2020091000
"2020-09-11T01:48:26.600",1.24,24.76,16.48,9.97,1.62,NA,NA,"None",NA,"football",NA,"football",37,1961,2020091000
"2020-09-11T01:48:26.700",-0.49,24.65,15.86,9.07,1.73,NA,NA,"None",NA,"football",NA,"football",38,1961,2020091000
"2020-09-11T02:08:51.800",10.92,26.28,21.24,8.71,2.15,NA,NA,"None",NA,"football",NA,"football",34,2222,2020091000
"2020-09-11T02:08:51.900",8.95,26.3,20.05,9.09,1.96,NA,NA,"None",NA,"football",NA,"football",35,2222,2020091000
"2020-09-11T02:08:52.000",7.1,26.33,18.89,9.26,1.85,NA,NA,"extra_point",NA,"football",NA,"football",36,2222,2020091000
"2020-09-11T02:08:52.100",5.19,26.43,18.16,8.92,1.92,NA,NA,"None",NA,"football",NA,"football",37,2222,2020091000
"2020-09-11T02:08:52.200",3.34,26.49,17.47,8.44,1.85,NA,NA,"None",NA,"football",NA,"football",38,2222,2020091000
"2020-09-11T02:44:30.200",115.13,27.64,17.03,11.05,1.76,NA,NA,"None",NA,"football",NA,"football",27,3013,2020091000
"2020-09-11T02:44:30.300",116.92,27.85,16.36,9.93,1.81,NA,NA,"None",NA,"football",NA,"football",28,3013,2020091000
"2020-09-11T02:44:30.400",118.72,28.02,15.36,10.62,1.81,NA,NA,"extra_point",NA,"football",NA,"football",29,3013,2020091000
"2020-09-11T02:44:30.500",120.2,28.13,14.32,10.21,1.49,NA,NA,"None",NA,"football",NA,"football",30,3013,2020091000
"2020-09-11T02:44:30.600",121.64,28.38,14.4,7.1,1.46,NA,NA,"None",NA,"football",NA,"football",31,3013,2020091000
"2020-09-11T03:18:08.200",121.92,26.02,19.77,9.5,1.69,NA,NA,"None",NA,"football",NA,"football",33,3852,2020091000
"2020-09-11T03:18:08.300",123.85,26.22,18.78,9.57,1.94,NA,NA,"None",NA,"football",NA,"football",34,3852,2020091000
"2020-09-11T03:18:08.400",125.67,26.42,17.83,9.34,1.83,NA,NA,"field_goal",NA,"football",NA,"football",35,3852,2020091000
"2020-09-11T03:18:08.500",127.51,26.62,16.83,9.59,1.85,NA,NA,"None",NA,"football",NA,"football",36,3852,2020091000
"2020-09-11T03:18:08.600",129.26,26.75,15.3,12.11,1.76,NA,NA,"None",NA,"football",NA,"football",37,3852,2020091000
"2020-09-13T17:08:53.800",0.13,26.4,13.03,3.86,1.32,NA,NA,"None",NA,"football",NA,"football",52,283,2020091300
"2020-09-13T17:08:53.900",-1.14,26.47,12.57,4.19,1.27,NA,NA,"None",NA,"football",NA,"football",53,283,2020091300
"2020-09-13T17:08:54.000",-2.38,26.53,12.14,4.36,1.24,NA,NA,"field_goal",NA,"football",NA,"football",54,283,2020091300
"2020-09-13T17:08:54.100",-3.5,26.6,11.29,5.49,1.12,NA,NA,"None",NA,"football",NA,"football",55,283,2020091300
"2020-09-13T17:08:54.200",-4.6,26.67,10.75,5.5,1.1,NA,NA,"None",NA,"football",NA,"football",56,283,2020091300
"2020-09-13T17:46:52.000",122.57,22.98,12.41,4.04,1.19,NA,NA,"None",NA,"football",NA,"football",48,1229,2020091300
"2020-09-13T17:46:52.100",123.73,22.87,11.12,8.78,1.17,NA,NA,"None",NA,"football",NA,"football",49,1229,2020091300
"2020-09-13T17:46:52.200",125.36,22.72,11.86,13.51,1.63,NA,NA,"extra_point_missed",NA,"football",NA,"football",50,1229,2020091300
"2020-09-13T17:46:52.300",126.52,22.62,10.52,17.57,1.16,NA,NA,"None",NA,"football",NA,"football",51,1229,2020091300
"2020-09-13T17:46:52.400",127.34,22.6,8.57,17.16,0.82,NA,NA,"None",NA,"football",NA,"football",52,1229,2020091300
"2020-09-13T17:27:04.300",3.12,25.46,15.66,7.77,1.7,NA,NA,"None",NA,"football",NA,"football",43,598,2020091301
"2020-09-13T17:27:04.400",1.49,25.51,15.4,9.97,1.63,NA,NA,"None",NA,"football",NA,"football",44,598,2020091301
"2020-09-13T17:27:04.500",-0.04,25.55,14.62,9.68,1.54,NA,NA,"field_goal",NA,"football",NA,"football",45,598,2020091301
"2020-09-13T17:27:04.600",-1.46,25.58,13.69,8.76,1.41,NA,NA,"None",NA,"football",NA,"football",46,598,2020091301
"2020-09-13T17:27:04.700",-2.78,25.61,12.86,8,1.33,NA,NA,"None",NA,"football",NA,"football",47,598,2020091301
"2020-09-13T17:35:48.500",116.41,29.77,19.68,15.74,1.98,NA,NA,"None",NA,"football",NA,"football",38,790,2020091301
"2020-09-13T17:35:48.600",118.23,30.32,18.27,15.26,1.9,NA,NA,"None",NA,"football",NA,"football",39,790,2020091301
"2020-09-13T17:35:48.700",119.9,30.88,16.92,14.48,1.76,NA,NA,"extra_point_missed",NA,"football",NA,"football",40,790,2020091301
"2020-09-13T17:35:48.800",120.98,31.64,14.51,16.13,1.32,NA,NA,"None",NA,"football",NA,"football",41,790,2020091301
"2020-09-13T17:35:48.900",120.99,32.65,10.4,23.3,1.02,NA,NA,"None",NA,"football",NA,"football",42,790,2020091301
"2020-09-13T18:06:08.200",101.61,27.43,26.31,9.54,2.66,NA,NA,"None",NA,"football",NA,"football",31,1646,2020091301
"2020-09-13T18:06:08.300",104.26,27.57,25.3,23.74,2.65,NA,NA,"None",NA,"football",NA,"football",32,1646,2020091301
"2020-09-13T18:06:08.400",106.83,27.7,23.23,30.99,2.58,NA,NA,"extra_point",NA,"football",NA,"football",33,1646,2020091301
"2020-09-13T18:06:08.500",109.22,27.83,20.8,29.18,2.39,NA,NA,"None",NA,"football",NA,"football",34,1646,2020091301
"2020-09-13T18:06:08.600",111.17,27.93,18.12,26.26,1.95,NA,NA,"None",NA,"football",NA,"football",35,1646,2020091301
"2020-09-13T18:18:30.100",10.66,31.29,15.69,6.77,1.63,NA,NA,"None",NA,"football",NA,"football",39,1853,2020091301
"2020-09-13T18:18:30.200",9.01,31.44,15.35,6.08,1.66,NA,NA,"None",NA,"football",NA,"football",40,1853,2020091301
"2020-09-13T18:18:30.300",7.32,31.58,15.29,5.34,1.7,NA,NA,"field_goal_missed",NA,"football",NA,"football",41,1853,2020091301
"2020-09-13T18:18:30.400",5.75,31.69,14.64,6.2,1.57,NA,NA,"None",NA,"football",NA,"football",42,1853,2020091301
"2020-09-13T18:18:30.500",4.18,31.83,14.57,9.61,1.58,NA,NA,"None",NA,"football",NA,"football",43,1853,2020091301
"2020-09-13T19:03:30.900",100.32,26.66,21.12,0.98,2.43,NA,NA,"None",NA,"football",NA,"football",33,2762,2020091301
"2020-09-13T19:03:31.000",102.39,26.77,21.34,3.76,2.07,NA,NA,"None",NA,"football",NA,"football",34,2762,2020091301
"2020-09-13T19:03:31.100",104.53,26.89,21.73,3.33,2.15,NA,NA,"extra_point",NA,"football",NA,"football",35,2762,2020091301
"2020-09-13T19:03:31.200",106.94,27.03,23.94,8.15,2.41,NA,NA,"None",NA,"football",NA,"football",36,2762,2020091301
"2020-09-13T19:03:31.300",109.64,27.18,25.43,7.39,2.7,NA,NA,"None",NA,"football",NA,"football",37,2762,2020091301
"2020-09-13T19:31:34.700",11.76,27.11,20.27,6.8,2.06,NA,NA,"None",NA,"football",NA,"football",33,3421,2020091301
"2020-09-13T19:31:34.800",9.74,27.08,19.68,6.82,2.02,NA,NA,"None",NA,"football",NA,"football",34,3421,2020091301
"2020-09-13T19:31:34.900",7.8,27.06,18.99,6.93,1.93,NA,NA,"extra_point",NA,"football",NA,"football",35,3421,2020091301
"2020-09-13T19:31:35.000",5.97,27,18.27,7.01,1.84,NA,NA,"None",NA,"football",NA,"football",36,3421,2020091301
