"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId"
"2018-09-07T01:31:29.200",4.24,25.98,22.87,5.26,4.66,"None",27091,"Matt Bryant",34,658,2018090600
"2018-09-07T01:31:29.300",1.57,26.43,22.2,7.13,2.71,"None",27091,"Matt Bryant",35,658,2018090600
"2018-09-07T01:31:29.400",-0.7,26.82,21.37,8.97,2.3,"None",27091,"Matt Bryant",36,658,2018090600
"2018-09-07T01:31:29.500",-2.65,27.15,20.92,6.85,1.98,"field_goal",27091,"Matt Bryant",37,658,2018090600
"2018-09-07T01:31:29.600",-4.72,27.5,19.05,10.7,2.1,"None",27091,"Matt Bryant",38,658,2018090600
"2018-09-07T01:59:56.800",3.7,26.94,20.65,11.26,2.4,"None",44966,"Jake Elliott",34,1368,2018090600
"2018-09-07T01:59:56.900",1.46,27.53,20.04,10.44,2.32,"None",44966,"Jake Elliott",35,1368,2018090600
"2018-09-07T01:59:57.000",-0.97,28.32,18.45,13.25,2.55,"None",44966,"Jake Elliott",36,1368,2018090600
"2018-09-07T01:59:57.100",-3.03,29.01,17.24,12.88,2.17,"field_goal",44966,"Jake Elliott",37,1368,2018090600
"2018-09-07T01:59:57.200",-4.92,29.71,16.5,12.09,2.02,"None",44966,"Jake Elliott",38,1368,2018090600
"2018-09-07T02:11:46.300",117.03,25.39,13.79,4.35,1.54,"None",27091,"Matt Bryant",51,1587,2018090600
"2018-09-07T02:11:46.400",118.75,25.62,13.41,5.64,1.73,"None",27091,"Matt Bryant",52,1587,2018090600
"2018-09-07T02:11:46.500",120.33,25.85,13.24,5.82,1.6,"None",27091,"Matt Bryant",53,1587,2018090600
"2018-09-07T02:11:46.600",122.21,26.03,12.67,9.64,1.89,"None",27091,"Matt Bryant",54,1587,2018090600
"2018-09-07T02:11:46.700",123.3,26.17,11.61,8.92,1.09,"field_goal",27091,"Matt Bryant",55,1587,2018090600
"2018-09-07T03:15:49.500",3.39,25.77,16.15,9.31,1.13,"None",44966,"Jake Elliott",37,2883,2018090600
"2018-09-07T03:15:49.600",1.69,25.84,16.69,20.64,1.7,"None",44966,"Jake Elliott",38,2883,2018090600
"2018-09-07T03:15:49.700",-0.37,25.88,16.18,19.78,2.05,"None",44966,"Jake Elliott",39,2883,2018090600
"2018-09-07T03:15:49.800",-1.55,25.86,13.23,15.2,1.18,"None",44966,"Jake Elliott",40,2883,2018090600
"2018-09-07T03:15:49.900",-2.86,25.82,11.68,13.16,1.31,"None",44966,"Jake Elliott",41,2883,2018090600
"2018-09-07T03:45:11.000",0.63,29.49,4.02,18.58,1.24,"None",27091,"Matt Bryant",43,3553,2018090600
"2018-09-07T03:45:11.100",-0.09,29.54,2.24,20.39,0.73,"None",27091,"Matt Bryant",44,3553,2018090600
"2018-09-07T03:45:11.200",-0.16,29.34,2.61,18.35,0.21,"None",27091,"Matt Bryant",45,3553,2018090600
"2018-09-07T03:45:11.300",-0.02,29.06,3.74,15.04,0.32,"None",27091,"Matt Bryant",46,3553,2018090600
"2018-09-07T03:45:11.400",0.28,28.72,4.78,11.87,0.45,"None",27091,"Matt Bryant",47,3553,2018090600
"2018-09-09T17:13:37.600",116.64,26.17,12.34,7.39,1.52,"None",39470,"Justin Tucker",40,380,2018090900
"2018-09-09T17:13:37.700",118.07,26.2,12.22,5.69,1.43,"None",39470,"Justin Tucker",41,380,2018090900
"2018-09-09T17:13:37.800",119.6,26.23,12.03,5.74,1.53,"None",39470,"Justin Tucker",42,380,2018090900
"2018-09-09T17:13:37.900",120.95,26.26,11.58,5.42,1.35,"None",39470,"Justin Tucker",43,380,2018090900
"2018-09-09T17:13:38.000",122.45,26.27,11.3,5.8,1.5,"None",39470,"Justin Tucker",44,380,2018090900
"2018-09-09T17:39:06.700",118.2,28.4,15.17,5.02,1.73,"None",39470,"Justin Tucker",39,972,2018090900
"2018-09-09T17:39:06.800",119.86,28.62,14.74,4.83,1.67,"None",39470,"Justin Tucker",40,972,2018090900
"2018-09-09T17:39:06.900",121.2,28.79,12.98,6.03,1.35,"None",39470,"Justin Tucker",41,972,2018090900
"2018-09-09T17:39:07.000",122.37,28.95,11.22,7.44,1.18,"None",39470,"Justin Tucker",42,972,2018090900
"2018-09-09T17:39:09.800",122.7,30.65,2.12,0.15,0.19,"None",39470,"Justin Tucker",70,972,2018090900
"2018-09-09T17:50:21.100",3.04,28.83,12.48,16.39,2.16,"None",39470,"Justin Tucker",45,1226,2018090900
"2018-09-09T17:50:21.200",2,29.04,10.57,13.05,1.06,"None",39470,"Justin Tucker",46,1226,2018090900
"2018-09-09T17:50:21.300",0.12,29.34,11.98,5.48,1.91,"None",39470,"Justin Tucker",47,1226,2018090900
"2018-09-09T17:50:21.400",-0.95,29.5,11.64,2.61,1.08,"None",39470,"Justin Tucker",48,1226,2018090900
"2018-09-09T17:50:21.500",-2.05,29.65,11.34,2.57,1.11,"None",39470,"Justin Tucker",49,1226,2018090900
"2018-09-09T18:08:06.400",118.98,23.4,6.85,4.58,0.85,"None",33469,"Stephen Hauschka",60,1613,2018090900
"2018-09-09T18:08:06.500",119.79,23.43,6.4,4.41,0.8,"field_goal_missed",33469,"Stephen Hauschka",61,1613,2018090900
"2018-09-09T18:08:06.600",120.54,23.46,5.98,4.09,0.75,"None",33469,"Stephen Hauschka",62,1613,2018090900
"2018-09-09T18:08:06.700",121.14,23.49,5.66,3.4,0.6,"None",33469,"Stephen Hauschka",63,1613,2018090900
"2018-09-09T18:08:06.800",121.68,23.55,5.53,3.12,0.55,"None",33469,"Stephen Hauschka",64,1613,2018090900
"2018-09-09T18:22:14.400",2.87,28.28,14.57,4.23,1.66,"None",39470,"Justin Tucker",43,1973,2018090900
"2018-09-09T18:22:14.500",1.26,28.34,14.51,3.76,1.6,"None",39470,"Justin Tucker",44,1973,2018090900
"2018-09-09T18:22:14.600",-0.3,28.41,14.21,3.9,1.56,"None",39470,"Justin Tucker",45,1973,2018090900
"2018-09-09T18:22:14.700",-1.83,28.46,13.86,4.1,1.53,"None",39470,"Justin Tucker",46,1973,2018090900
"2018-09-09T18:22:14.800",-3.34,28.49,13.21,4.8,1.51,"None",39470,"Justin Tucker",47,1973,2018090900
"2018-09-09T19:00:42.300",1.89,26.85,23.15,2.38,2.32,"None",39470,"Justin Tucker",44,2757,2018090900
"2018-09-09T19:00:42.400",0.78,26.9,21.07,0.96,1.11,"None",39470,"Justin Tucker",45,2757,2018090900
"2018-09-09T19:00:42.500",-0.52,26.98,18.01,5.83,1.3,"None",39470,"Justin Tucker",46,2757,2018090900
"2018-09-09T19:00:42.600",-2.18,27,17.3,14.14,1.67,"None",39470,"Justin Tucker",47,2757,2018090900
"2018-09-09T19:00:42.700",-3.75,27.01,15.37,19.19,1.57,"None",39470,"Justin Tucker",48,2757,2018090900
"2018-09-09T19:11:16.800",1.65,25.47,8.25,17.64,1.16,"None",39470,"Justin Tucker",41,2899,2018090900
"2018-09-09T19:11:16.900",0.1,25.44,7.55,12.4,1.55,"None",39470,"Justin Tucker",42,2899,2018090900
"2018-09-09T19:11:17.000",-0.8,25.45,7.13,11.36,0.9,"None",39470,"Justin Tucker",43,2899,2018090900
"2018-09-09T19:11:17.100",-1.66,25.46,6.3,11.15,0.87,"None",39470,"Justin Tucker",44,2899,2018090900
"2018-09-09T19:11:17.200",-2.36,25.46,5.53,9.88,0.7,"None",39470,"Justin Tucker",45,2899,2018090900
"2018-09-09T19:34:31.000",117.12,28.39,13.63,4.01,1.51,"None",33469,"Stephen Hauschka",42,3461,2018090900
"2018-09-09T19:34:31.100",118.6,28.46,13.47,3.8,1.48,"None",33469,"Stephen Hauschka",43,3461,2018090900
"2018-09-09T19:34:31.200",120.07,28.53,13.32,3.69,1.47,"None",33469,"Stephen Hauschka",44,3461,2018090900
"2018-09-09T19:34:31.300",121.84,28.63,12.29,7.91,1.78,"None",33469,"Stephen Hauschka",45,3461,2018090900
"2018-09-09T19:34:31.400",123.29,28.7,11.49,8.11,1.45,"None",33469,"Stephen Hauschka",46,3461,2018090900
"2018-09-09T20:06:23.200",117.38,28.19,12.51,19.61,1.9,"None",39470,"Justin Tucker",40,4220,2018090900
"2018-09-09T20:06:23.300",119.26,28.44,10.96,17.37,1.89,"None",39470,"Justin Tucker",41,4220,2018090900
"2018-09-09T20:06:23.400",120.94,28.69,9.64,15.28,1.71,"None",39470,"Justin Tucker",42,4220,2018090900
"2018-09-09T20:06:23.500",122.27,28.87,8.21,13.6,1.34,"None",39470,"Justin Tucker",43,4220,2018090900
"2018-09-09T20:06:23.600",123.56,29.06,7.23,11.92,1.3,"None",39470,"Justin Tucker",44,4220,2018090900
"2018-09-09T17:51:58.700",3.8,25,18.38,11.6,2.25,"None",41953,"Chris Boswell",39,1254,2018090901
"2018-09-09T17:51:58.800",1.67,25.01,17.53,10.57,2.13,"None",41953,"Chris Boswell",40,1254,2018090901
"2018-09-09T17:51:58.900",-0.34,25.06,16.71,9.72,2.02,"None",41953,"Chris Boswell",41,1254,2018090901
"2018-09-09T17:51:59.000",-2.2,25.14,15.55,9.43,1.85,"None",41953,"Chris Boswell",42,1254,2018090901
"2018-09-09T17:51:59.100",-3.83,25.21,13.72,10.05,1.63,"None",41953,"Chris Boswell",43,1254,2018090901
"2018-09-09T18:46:33.200",2.8,25.98,11.42,4.33,1.34,"None",45037,"Zane Gonzalez",44,2286,2018090901
"2018-09-09T18:46:33.300",1.54,25.68,11.24,4.06,1.29,"None",45037,"Zane Gonzalez",45,2286,2018090901
"2018-09-09T18:46:33.400",0.28,25.45,11.16,3.81,1.29,"extra_point",45037,"Zane Gonzalez",46,2286,2018090901
"2018-09-09T18:46:33.500",-1.03,25.19,10.83,4.39,1.33,"None",45037,"Zane Gonzalez",47,2286,2018090901
"2018-09-09T18:46:33.600",-2.21,24.98,10.57,4.28,1.19,"None",45037,"Zane Gonzalez",48,2286,2018090901
"2018-09-09T18:55:11.300",116.58,29.12,16.28,6.16,1.86,"None",41953,"Chris Boswell",43,2473,2018090901
"2018-09-09T18:55:11.400",118.6,29.47,15.48,7.93,2.05,"None",41953,"Chris Boswell",44,2473,2018090901
"2018-09-09T18:55:11.500",120.32,29.78,14.77,7.92,1.75,"None",41953,"Chris Boswell",45,2473,2018090901
"2018-09-09T18:55:11.600",121.98,30.08,14,7.93,1.68,"extra_point",41953,"Chris Boswell",46,2473,2018090901
"2018-09-09T18:55:11.700",123.37,30.32,14.41,5.43,1.42,"None",41953,"Chris Boswell",47,2473,2018090901
"2018-09-09T19:07:37.600",117.15,28.6,15.08,7.67,1.78,"None",41953,"Chris Boswell",41,2708,2018090901
"2018-09-09T19:07:37.700",118.87,28.84,14.53,7.2,1.73,"extra_point",41953,"Chris Boswell",42,2708,2018090901
"2018-09-09T19:07:37.800",120.59,29.12,14.49,6.25,1.74,"None",41953,"Chris Boswell",43,2708,2018090901
"2018-09-09T19:07:37.900",122.28,29.39,14.57,5.25,1.71,"None",41953,"Chris Boswell",44,2708,2018090901
"2018-09-09T19:07:38.000",123.87,29.63,14.18,5.12,1.62,"None",41953,"Chris Boswell",45,2708,2018090901
"2018-09-09T19:55:49.200",115.15,24.49,28.43,1.25,1.98,"None",45037,"Zane Gonzalez",45,3799,2018090901
"2018-09-09T19:55:49.300",117.7,24.44,28.02,2.52,2.55,"None",45037,"Zane Gonzalez",46,3799,2018090901
"2018-09-09T19:55:49.400",120.46,24.39,27.56,3.79,2.76,"None",45037,"Zane Gonzalez",47,3799,2018090901
