"time","x_ball","y_ball","s_ball","a_ball","dis_ball","event","nflId","displayName","frameId","playId","gameId","playDirection"
2020-09-11 00:54:13.3,3.92,26.8,19.86,5.66,1.97,"None",43846,"Ka'imi Fairbairn",38,612,2020091000,"left"
2020-09-11 00:54:13.4,1.95,26.83,19.3,6.21,1.97,"None",43846,"Ka'imi Fairbairn",39,612,2020091000,"left"
2020-09-11 00:54:13.5,0.06,26.88,18.67,6.49,1.9,"None",43846,"Ka'imi Fairbairn",40,612,2020091000,"left"
2020-09-11 00:54:13.6,-1.79,26.97,18.07,6.54,1.85,"None",43846,"Ka'imi Fairbairn",41,612,2020091000,"left"
2020-09-11 00:54:13.7,-3.57,27.1,17.42,6.61,1.78,"None",43846,"Ka'imi Fairbairn",42,612,2020091000,"left"
2020-09-11 01:07:28.8,3.14,26.91,19.44,6.04,2.27,"None",45046,"Harrison Butker",37,918,2020091000,"left"
2020-09-11 01:07:28.9,1.1,26.87,19.21,5.51,2.04,"None",45046,"Harrison Butker",38,918,2020091000,"left"
2020-09-11 01:07:29,-0.91,26.82,18.97,5.29,2.01,"None",45046,"Harrison Butker",39,918,2020091000,"left"
2020-09-11 01:07:29.1,-2.79,26.84,18.48,5.32,1.88,"None",45046,"Harrison Butker",40,918,2020091000,"left"
2020-09-11 01:07:29.2,-4.64,26.86,18.03,5.31,1.85,"None",45046,"Harrison Butker",41,918,2020091000,"left"
2020-09-11 01:48:26.5,2.86,24.71,17.75,10,1.83,"field_goal",45046,"Harrison Butker",36,1961,2020091000,"left"
2020-09-11 01:48:26.6,1.24,24.76,16.48,9.97,1.62,"None",45046,"Harrison Butker",37,1961,2020091000,"left"
2020-09-11 01:48:26.7,-0.49,24.65,15.86,9.07,1.73,"None",45046,"Harrison Butker",38,1961,2020091000,"left"
2020-09-11 01:48:26.8,-2.18,24.56,15.36,8.23,1.69,"None",45046,"Harrison Butker",39,1961,2020091000,"left"
2020-09-11 01:48:26.9,-3.68,24.52,14.57,7.71,1.5,"None",45046,"Harrison Butker",40,1961,2020091000,"left"
2020-09-11 02:08:52.2,3.34,26.49,17.47,8.44,1.85,"None",45046,"Harrison Butker",38,2222,2020091000,"left"
2020-09-11 02:08:52.3,1.64,26.56,16.65,8.16,1.71,"None",45046,"Harrison Butker",39,2222,2020091000,"left"
2020-09-11 02:08:52.4,0.11,26.36,15.62,8.12,1.54,"None",45046,"Harrison Butker",40,2222,2020091000,"left"
2020-09-11 02:08:52.5,-1.61,26.46,15.26,7.31,1.72,"None",45046,"Harrison Butker",41,2222,2020091000,"left"
2020-09-11 02:08:52.6,-3.49,26.54,15.47,5.83,1.88,"None",45046,"Harrison Butker",42,2222,2020091000,"left"
2020-09-11 02:44:28.4,86.43,26.11,3.48,19.72,0.42,"None",45046,"Harrison Butker",9,3013,2020091000,"right"
2020-09-11 02:44:28.5,86.17,26.14,1.69,17.31,0.26,"None",45046,"Harrison Butker",10,3013,2020091000,"right"
2020-09-11 02:44:28.6,86.09,26.16,0.2,15.14,0.08,"None",45046,"Harrison Butker",11,3013,2020091000,"right"
