"displayName","group","avg_angle_deviation","FG_percent","XP_percent"
"Adam Vinatieri","A",1.62297666323533,0.4,0.514285714285714
"Adam Vinatieri","B",1.47246884303719,0.222222222222222,0.694444444444444
"Aldrick Rosas","A",1.04150789001873,0.548387096774194,0.419354838709677
"Aldrick Rosas","B",1.37108599852453,0.40625,0.5625
"Brandon McManus","A",1.55226075894883,0.32,0.64
"Brandon McManus","B",1.32787239092349,0.346153846153846,0.576923076923077
"Brett Maher","A",1.29115303645076,0.484848484848485,0.424242424242424
"Brett Maher","B",1.76961019034892,0.363636363636364,0.515151515151515
"Cairo Santos","A",1.60026074207433,0.315789473684211,0.578947368421053
"Cairo Santos","B",1.37154527653683,0.368421052631579,0.526315789473684
"Caleb Sturgis","A",1.848276693506,0.25,0.5
"Caleb Sturgis","B",2.09409884018292,0.307692307692308,0.230769230769231
"Chandler Catanzaro","A",1.20366205235717,0.222222222222222,0.62962962962963
"Chandler Catanzaro","B",2.04055671905122,0.333333333333333,0.481481481481481
"Chris Boswell","A",1.55834613576423,0.1875,0.65625
"Chris Boswell","B",1.74491008893046,0.1875,0.6875
"Cody Parkey","A",1.47691231634786,0.297297297297297,0.621621621621622
"Cody Parkey","B",1.60801700187892,0.324324324324324,0.486486486486487
"Dan Bailey","A",1.55897389966579,0.392857142857143,0.464285714285714
"Dan Bailey","B",1.48979284314251,0.321428571428571,0.571428571428571
"Daniel Carlson","A",1.26814886736091,0.375,0.5625
"Daniel Carlson","B",1.33266375271314,0.470588235294118,0.529411764705882
"Dustin Hopkins","A",1.60634248803419,0.48,0.44
"Dustin Hopkins","B",1.45828676705515,0.48,0.44
"Giorgio Tavecchio","A",1.45379841245822,0.5,0.5
"Giorgio Tavecchio","B",1.29276628729974,0.285714285714286,0.714285714285714
"Graham Gano","A",1.30907318089751,0.318181818181818,0.590909090909091
"Graham Gano","B",1.47511975645216,0.272727272727273,0.590909090909091
"Greg Joseph","A",2.51211184265502,0.478260869565217,0.347826086956522
"Greg Joseph","B",1.55235820299705,0.208333333333333,0.666666666666667
"Greg Zuerlein","A",1.47539900588838,0.4375,0.46875
"Greg Zuerlein","B",4.66692648623212,0.34375,0.59375
"Harrison Butker","A",1.16601440809998,0.272727272727273,0.681818181818182
"Harrison Butker","B",1.54443797694723,0.25,0.636363636363636
"Jake Elliott","A",1.7098047706308,0.419354838709677,0.451612903225806
"Jake Elliott","B",1.1753079621588,0.419354838709677,0.483870967741935
"Jason Myers","A",1.25814708159281,0.470588235294118,0.470588235294118
"Jason Myers","B",1.33368227054569,0.485714285714286,0.4
"Jason Sanders","A",1.41946586718961,0.24,0.68
"Jason Sanders","B",0.863289171411216,0.48,0.48
"Josh Lambo","A",1.21079529429974,0.4,0.6
"Josh Lambo","B",1.35905338652185,0.55,0.35
"Justin Tucker","A",1.12697429544724,0.428571428571429,0.542857142857143
"Justin Tucker","B",0.842194743944261,0.555555555555556,0.444444444444444
"Ka'imi Fairbairn","A",1.42069358841686,0.414634146341463,0.51219512195122
"Ka'imi Fairbairn","B",1.78329070112955,0.463414634146341,0.439024390243902
"Kai Forbath","A",1.39034264136948,0.5,0.5
"Kai Forbath","B",3.03381685118567,0.5,0.25
"Mason Crosby","A",1.61692496492195,0.457142857142857,0.342857142857143
"Mason Crosby","B",1.29239567152464,0.361111111111111,0.611111111111111
"Matt Bryant","A",1.15615833953275,0.392857142857143,0.571428571428571
"Matt Bryant","B",0.956069747048336,0.321428571428571,0.607142857142857
"Matt McCrane","A",1.56358469651679,0.4,0.4
"Matt McCrane","B",1.7006090580099,0.4,0.5
"Matt Prater","A",1.48506977512504,0.366666666666667,0.533333333333333
"Matt Prater","B",1.05392748052772,0.5,0.466666666666667
"Matt Wile","A",4.02256014139633,0,0.666666666666667
"Matt Wile","B",2.9457843378757,0,0.333333333333333
"Mike Badgley","A",1.46821680599998,0.333333333333333,0.619047619047619
"Mike Badgley","B",1.06836925665449,0.333333333333333,0.619047619047619
"Mike Nugent","A",0.920349529473319,0.8,0.2
"Mike Nugent","B",3.07279341038715,0.333333333333333,0.5
"Phil Dawson","A",1.6820789662297,0.0909090909090909,0.727272727272727
"Phil Dawson","B",1.34821642001238,0.333333333333333,0.583333333333333
"Randy Bullock","A",1.27406115984698,0.266666666666667,0.7
"Randy Bullock","B",1.39893773755763,0.366666666666667,0.533333333333333
"Robbie Gould","A",1.40999624108948,0.448275862068966,0.482758620689655
"Robbie Gould","B",1.30082589358586,0.586206896551724,0.379310344827586
"Ryan Succop","A",1.18143159565184,0.481481481481481,0.444444444444444
"Ryan Succop","B",1.27930725798736,0.37037037037037,0.518518518518518
"Sam Ficken","A",1.51209312356027,0,0.833333333333333
"Sam Ficken","B",1.2912692490327,0.142857142857143,0.714285714285714
"Sebastian Janikowski","A",1.68995282563236,0.264705882352941,0.647058823529412
"Sebastian Janikowski","B",1.66564763298815,0.314285714285714,0.571428571428571
"Stephen Gostkowski","A",1.18484344867793,0.358974358974359,0.615384615384615
"Stephen Gostkowski","B",1.54510903295227,0.333333333333333,0.538461538461538
"Stephen Hauschka","A",1.37866113997498,0.565217391304348,0.391304347826087
"Stephen Hauschka","B",1.68356552413531,0.333333333333333,0.5
"Wil Lutz","A",1.23258873118074,0.368421052631579,0.631578947368421
"Wil Lutz","B",1.15329545133546,0.315789473684211,0.684210526315789
"Zane Gonzalez","A",2.45703111045129,0.181818181818182,0.363636363636364
"Zane Gonzalez","B",1.68686858413395,0.416666666666667,0.333333333333333
