"gameId","frameId","playId","time","x","y","s","a","dis","o","dir","event","nflId","displayName","position","team","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","quarter","specialTeamsPlayType","specialTeamsResult","kickerId","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","kickLength","absoluteYardlineNumber"
2019120105,1,3713,2019-12-02 00:13:02.598,36.19,24.7,0,0,0,298.4,290.98,"None",46236,"Daniel Carlson","K","away",2019-12-01 09:00:00,35.96,20.84,54,0,23.05,310,29.9404,"Clear",4,"Extra Point","Blocked Kick Attempt",46236,15,00:39:00,38,9,33,25
2019120105,2,3713,2019-12-02 00:13:02.7,36.19,24.7,0,0,0,298.4,291.66,"None",46236,"Daniel Carlson","K","away",2019-12-01 09:00:00,35.96,20.84,54,0,23.05,310,29.9404,"Clear",4,"Extra Point","Blocked Kick Attempt",46236,15,00:39:00,38,9,33,25
2019120105,3,3713,2019-12-02 00:13:02.799,36.18,24.7,0,0,0,298.4,292.48,"None",46236,"Daniel Carlson","K","away",2019-12-01 09:00:00,35.96,20.84,54,0,23.05,310,29.9404,"Clear",4,"Extra Point","Blocked Kick Attempt",46236,15,00:39:00,38,9,33,25
2019120105,4,3713,2019-12-02 00:13:02.9,36.18,24.7,0,0,0.01,298.4,295.38,"None",46236,"Daniel Carlson","K","away",2019-12-01 09:00:00,35.96,20.84,54,0,23.05,310,29.9404,"Clear",4,"Extra Point","Blocked Kick Attempt",46236,15,00:39:00,38,9,33,25
2019100601,14,1675,2019-10-06 18:03:29.799,25.52,21.73,0.02,0.02,0.02,307.23,357.78,"None",45037,"Zane Gonzalez","K","away",2019-10-06 08:00:00,75.92,65.84,71,0,10.31,220,30.097,"Clear",2,"Field Goal","Kick Attempt Good",45037,5,05:13:00,3,7,23,15
2019100601,15,1675,2019-10-06 18:03:29.9,25.5,21.74,0.05,0.57,0.02,307.23,306.3,"None",45037,"Zane Gonzalez","K","away",2019-10-06 08:00:00,75.92,65.84,71,0,10.31,220,30.097,"Clear",2,"Field Goal","Kick Attempt Good",45037,5,05:13:00,3,7,23,15
2019100601,17,1675,2019-10-06 18:03:30.098,25.42,21.77,0.62,3.29,0.05,305.64,292.19,"None",45037,"Zane Gonzalez","K","away",2019-10-06 08:00:00,75.92,65.84,71,0,10.31,220,30.097,"Clear",2,"Field Goal","Kick Attempt Good",45037,5,05:13:00,3,7,23,15
2019100601,18,1675,2019-10-06 18:03:30.2,25.34,21.81,1.03,3.55,0.09,301,294.46,"None",45037,"Zane Gonzalez","K","away",2019-10-06 08:00:00,75.92,65.84,71,0,10.31,220,30.097,"Clear",2,"Field Goal","Kick Attempt Good",45037,5,05:13:00,3,7,23,15
2019100601,19,1675,2019-10-06 18:03:30.299,25.21,21.88,1.56,3.87,0.15,302.19,297.04,"None",45037,"Zane Gonzalez","K","away",2019-10-06 08:00:00,75.92,65.84,71,0,10.31,220,30.097,"Clear",2,"Field Goal","Kick Attempt Good",45037,5,05:13:00,3,7,23,15
2019110304,24,363,2019-11-03 18:11:38,32.31,26.02,2.05,2.16,0.22,250.12,267.46,"None",44240,"Sam Ficken","K","away",2019-11-03 07:00:00,87.08,71.96,61,0,13.86,330,30.0202,"Clear",1,"Extra Point","Kick Attempt Good",44240,15,09:37:00,0,6,33,25
